dx = 0.0, dy = 0.0,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = 6.115294117647011, dy = 19.644705882352696,  s_cnt = 29, l_cnt = 0, r_cnt = 0, direction = straight
dx = 6.115294117647011, dy = 19.644705882352696,  s_cnt = 30, l_cnt = 0, r_cnt = 0, direction = straight
dx = 6.115294117647011, dy = 19.644705882352696,  s_cnt = 31, l_cnt = 0, r_cnt = 0, direction = straight
dx = 6.115294117647011, dy = 19.644705882352696,  s_cnt = 32, l_cnt = 0, r_cnt = 0, direction = straight
dx = 26.355294117646963, dy = 36.2047058823527,  s_cnt = 32, l_cnt = 1, r_cnt = 0, direction = straight
dx = 26.355294117646963, dy = 36.2047058823527,  s_cnt = 32, l_cnt = 2, r_cnt = 0, direction = straight
dx = 26.355294117646963, dy = 36.2047058823527,  s_cnt = 32, l_cnt = 3, r_cnt = 0, direction = straight
dx = 26.355294117646963, dy = 36.2047058823527,  s_cnt = 32, l_cnt = 4, r_cnt = 0, direction = straight
dx = 26.355294117646963, dy = 36.2047058823527,  s_cnt = 32, l_cnt = 5, r_cnt = 0, direction = straight
dx = 26.355294117646963, dy = 36.2047058823527,  s_cnt = 32, l_cnt = 6, r_cnt = 0, direction = straight
dx = 26.355294117646963, dy = 36.2047058823527,  s_cnt = 32, l_cnt = 7, r_cnt = 0, direction = straight
dx = 26.355294117646963, dy = 36.2047058823527,  s_cnt = 32, l_cnt = 8, r_cnt = 0, direction = straight
dx = 20.52862745098048, dy = 20.330196078431243,  s_cnt = 33, l_cnt = 8, r_cnt = 0, direction = straight
dx = 20.52862745098048, dy = 20.330196078431243,  s_cnt = 34, l_cnt = 8, r_cnt = 0, direction = straight
dx = 20.52862745098048, dy = 20.330196078431243,  s_cnt = 35, l_cnt = 8, r_cnt = 0, direction = straight
dx = 20.52862745098048, dy = 20.330196078431243,  s_cnt = 36, l_cnt = 8, r_cnt = 0, direction = straight
dx = 20.52862745098048, dy = 20.330196078431243,  s_cnt = 37, l_cnt = 8, r_cnt = 0, direction = straight
dx = 20.52862745098048, dy = 20.330196078431243,  s_cnt = 38, l_cnt = 8, r_cnt = 0, direction = straight
dx = 20.52862745098048, dy = 20.330196078431243,  s_cnt = 39, l_cnt = 8, r_cnt = 0, direction = straight
dx = 20.52862745098048, dy = 20.330196078431243,  s_cnt = 40, l_cnt = 8, r_cnt = 0, direction = straight
dx = 20.52862745098048, dy = 20.330196078431243,  s_cnt = 41, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 42, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 43, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 44, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 45, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 46, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 47, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 48, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 49, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 50, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 51, l_cnt = 8, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 2, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 3, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 4, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 5, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 6, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 7, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 8, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 9, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 10, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 11, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 12, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 13, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 14, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 15, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 16, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 17, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 18, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 19, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 20, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 21, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 22, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 23, l_cnt = 0, r_cnt = 0, direction = straight
dx = 24.208627450980487, dy = 27.690196078431143,  s_cnt = 24, l_cnt = 0, r_cnt = 0, direction = straight
dx = 22.36862745098051, dy = 35.97019607843123,  s_cnt = 24, l_cnt = 1, r_cnt = 0, direction = straight
dx = 22.36862745098051, dy = 35.97019607843123,  s_cnt = 24, l_cnt = 2, r_cnt = 0, direction = straight
dx = 22.36862745098051, dy = 35.97019607843123,  s_cnt = 24, l_cnt = 3, r_cnt = 0, direction = straight
dx = 22.36862745098051, dy = 35.97019607843123,  s_cnt = 24, l_cnt = 4, r_cnt = 0, direction = straight
dx = 22.36862745098051, dy = 35.97019607843123,  s_cnt = 24, l_cnt = 5, r_cnt = 0, direction = straight
dx = 22.36862745098051, dy = 35.97019607843123,  s_cnt = 24, l_cnt = 6, r_cnt = 0, direction = straight
dx = 22.36862745098051, dy = 35.97019607843123,  s_cnt = 24, l_cnt = 7, r_cnt = 0, direction = straight
dx = 22.36862745098051, dy = 35.97019607843123,  s_cnt = 24, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 7.97333333333313,  s_cnt = 25, l_cnt = 8, r_cnt = 0, direction = straight
dx = -1.8580392156860057, dy = 9.813333333333048,  s_cnt = 26, l_cnt = 8, r_cnt = 0, direction = straight
dx = -1.8580392156860057, dy = 9.813333333333048,  s_cnt = 27, l_cnt = 8, r_cnt = 0, direction = straight
dx = -1.8580392156860057, dy = 9.813333333333048,  s_cnt = 28, l_cnt = 8, r_cnt = 0, direction = straight
dx = -1.8580392156860057, dy = 9.813333333333048,  s_cnt = 29, l_cnt = 8, r_cnt = 0, direction = straight
dx = -1.8580392156860057, dy = 9.813333333333048,  s_cnt = 30, l_cnt = 8, r_cnt = 0, direction = straight
dx = -1.8580392156860057, dy = 9.813333333333048,  s_cnt = 31, l_cnt = 8, r_cnt = 0, direction = straight
dx = -1.8580392156860057, dy = 9.813333333333048,  s_cnt = 32, l_cnt = 8, r_cnt = 0, direction = straight
dx = -1.8580392156860057, dy = 9.813333333333048,  s_cnt = 33, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 34, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 35, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 36, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 37, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 38, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 39, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 40, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 41, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 42, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 43, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 44, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 45, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 46, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 47, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 48, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 49, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 50, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 51, l_cnt = 8, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 2, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 3, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 4, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 5, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 6, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 7, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 8, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 9, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 10, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 11, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 12, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 13, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 14, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 15, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 16, l_cnt = 0, r_cnt = 0, direction = straight
dx = -0.9380392156859898, dy = 9.813333333333048,  s_cnt = 17, l_cnt = 0, r_cnt = 0, direction = straight
dx = -22.098039215686015, dy = 0.6133333333331166,  s_cnt = 18, l_cnt = 0, r_cnt = 0, direction = straight
dx = -22.098039215686015, dy = 0.6133333333331166,  s_cnt = 19, l_cnt = 0, r_cnt = 0, direction = straight
dx = -22.098039215686015, dy = 0.6133333333331166,  s_cnt = 20, l_cnt = 0, r_cnt = 0, direction = straight
dx = -22.098039215686015, dy = 0.6133333333331166,  s_cnt = 21, l_cnt = 0, r_cnt = 0, direction = straight
dx = -22.098039215686015, dy = 0.6133333333331166,  s_cnt = 22, l_cnt = 0, r_cnt = 0, direction = straight
dx = -22.098039215686015, dy = 0.6133333333331166,  s_cnt = 23, l_cnt = 0, r_cnt = 0, direction = straight
dx = -22.098039215686015, dy = 0.6133333333331166,  s_cnt = 24, l_cnt = 0, r_cnt = 0, direction = straight
dx = -17.696470588235172, dy = -7.75686274509826,  s_cnt = 25, l_cnt = 0, r_cnt = 0, direction = straight
dx = -23.216470588235154, dy = -15.116862745098274,  s_cnt = 26, l_cnt = 0, r_cnt = 0, direction = straight
dx = -23.216470588235154, dy = -15.116862745098274,  s_cnt = 27, l_cnt = 0, r_cnt = 0, direction = straight
dx = -23.216470588235154, dy = -15.116862745098274,  s_cnt = 28, l_cnt = 0, r_cnt = 0, direction = straight
dx = -23.216470588235154, dy = -15.116862745098274,  s_cnt = 29, l_cnt = 0, r_cnt = 0, direction = straight
dx = -23.216470588235154, dy = -15.116862745098274,  s_cnt = 30, l_cnt = 0, r_cnt = 0, direction = straight
dx = -23.216470588235154, dy = -15.116862745098274,  s_cnt = 31, l_cnt = 0, r_cnt = 0, direction = straight
dx = -23.216470588235154, dy = -15.116862745098274,  s_cnt = 32, l_cnt = 0, r_cnt = 0, direction = straight
dx = -23.216470588235154, dy = -15.116862745098274,  s_cnt = 33, l_cnt = 0, r_cnt = 0, direction = straight
dx = -23.216470588235154, dy = -15.116862745098274,  s_cnt = 34, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.656470588235152, dy = -27.07686274509831,  s_cnt = 35, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.656470588235152, dy = -27.07686274509831,  s_cnt = 36, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.656470588235152, dy = -27.07686274509831,  s_cnt = 37, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.656470588235152, dy = -27.07686274509831,  s_cnt = 38, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.656470588235152, dy = -27.07686274509831,  s_cnt = 39, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.656470588235152, dy = -27.07686274509831,  s_cnt = 40, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.656470588235152, dy = -27.07686274509831,  s_cnt = 41, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.656470588235152, dy = -27.07686274509831,  s_cnt = 42, l_cnt = 0, r_cnt = 0, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 1, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 2, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 3, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 4, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 5, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 6, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 7, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 8, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 9, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 10, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 11, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 12, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 13, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 14, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 15, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 16, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 17, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 18, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 19, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 20, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 21, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 22, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 23, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 24, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 25, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 26, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 27, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 28, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 29, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 30, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 31, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 32, direction = straight
dx = -35.17647058823519, dy = -35.35686274509828,  s_cnt = 42, l_cnt = 0, r_cnt = 33, direction = straight
dx = -2.976470588235202, dy = -4.870588235294292,  s_cnt = 43, l_cnt = 0, r_cnt = 33, direction = straight
dx = -2.976470588235202, dy = -4.870588235294292,  s_cnt = 44, l_cnt = 0, r_cnt = 33, direction = straight
dx = -8.496470588235184, dy = -25.1105882352943,  s_cnt = 45, l_cnt = 0, r_cnt = 33, direction = straight
dx = -8.496470588235184, dy = -25.1105882352943,  s_cnt = 46, l_cnt = 0, r_cnt = 33, direction = straight
dx = -8.496470588235184, dy = -25.1105882352943,  s_cnt = 47, l_cnt = 0, r_cnt = 33, direction = straight
dx = -8.496470588235184, dy = -25.1105882352943,  s_cnt = 48, l_cnt = 0, r_cnt = 33, direction = straight
dx = -8.496470588235184, dy = -25.1105882352943,  s_cnt = 49, l_cnt = 0, r_cnt = 33, direction = straight
dx = -8.496470588235184, dy = -25.1105882352943,  s_cnt = 50, l_cnt = 0, r_cnt = 33, direction = straight
dx = -8.496470588235184, dy = -25.1105882352943,  s_cnt = 51, l_cnt = 0, r_cnt = 33, direction = straight
dx = -8.496470588235184, dy = -25.1105882352943,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = -2.976470588235202, dy = -21.430588235294294,  s_cnt = 2, l_cnt = 0, r_cnt = 0, direction = straight
dx = -2.976470588235202, dy = -21.430588235294294,  s_cnt = 3, l_cnt = 0, r_cnt = 0, direction = straight
dx = -2.976470588235202, dy = -21.430588235294294,  s_cnt = 4, l_cnt = 0, r_cnt = 0, direction = straight
dx = -2.976470588235202, dy = -21.430588235294294,  s_cnt = 5, l_cnt = 0, r_cnt = 0, direction = straight
dx = -2.976470588235202, dy = -21.430588235294294,  s_cnt = 6, l_cnt = 0, r_cnt = 0, direction = straight
dx = -2.976470588235202, dy = -21.430588235294294,  s_cnt = 7, l_cnt = 0, r_cnt = 0, direction = straight
dx = -2.976470588235202, dy = -21.430588235294294,  s_cnt = 8, l_cnt = 0, r_cnt = 0, direction = straight
dx = -2.976470588235202, dy = -21.430588235294294,  s_cnt = 9, l_cnt = 0, r_cnt = 0, direction = straight
dx = -2.976470588235202, dy = -21.430588235294294,  s_cnt = 10, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.303529411764828, dy = -14.990588235294297,  s_cnt = 11, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.303529411764828, dy = -14.990588235294297,  s_cnt = 12, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.303529411764828, dy = -14.990588235294297,  s_cnt = 13, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.303529411764828, dy = -14.990588235294297,  s_cnt = 14, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.303529411764828, dy = -14.990588235294297,  s_cnt = 15, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.303529411764828, dy = -14.990588235294297,  s_cnt = 16, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.303529411764828, dy = -14.990588235294297,  s_cnt = 17, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.303529411764828, dy = -14.990588235294297,  s_cnt = 18, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.303529411764828, dy = -7.630588235294283,  s_cnt = 19, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 20, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 21, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 22, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 23, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 24, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 25, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 26, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 27, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 28, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 29, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 30, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 31, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 32, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 33, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 34, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 35, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 36, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 37, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 38, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 39, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 40, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 41, l_cnt = 0, r_cnt = 0, direction = straight
dx = 17.263529411764807, dy = -7.630588235294283,  s_cnt = 42, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 43, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 44, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 45, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 46, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 47, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 48, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 49, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 50, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 51, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = 10.119999999999948, dy = 6.277647058823959,  s_cnt = 2, l_cnt = 0, r_cnt = 0, direction = straight
dx = 96.59999999999997, dy = 51.357647058824,  s_cnt = 2, l_cnt = 1, r_cnt = 0, direction = straight
dx = 96.59999999999997, dy = 51.357647058824,  s_cnt = 2, l_cnt = 2, r_cnt = 0, direction = straight
dx = 96.59999999999997, dy = 51.357647058824,  s_cnt = 2, l_cnt = 3, r_cnt = 0, direction = straight
dx = 96.59999999999997, dy = 51.357647058824,  s_cnt = 2, l_cnt = 4, r_cnt = 0, direction = straight
dx = 96.59999999999997, dy = 51.357647058824,  s_cnt = 2, l_cnt = 5, r_cnt = 0, direction = straight
dx = 96.59999999999997, dy = 51.357647058824,  s_cnt = 2, l_cnt = 6, r_cnt = 0, direction = straight
dx = 96.59999999999997, dy = 51.357647058824,  s_cnt = 2, l_cnt = 7, r_cnt = 0, direction = straight
dx = 96.59999999999997, dy = 51.357647058824,  s_cnt = 2, l_cnt = 8, r_cnt = 0, direction = straight
dx = 112.23999999999998, dy = 55.03764705882395,  s_cnt = 2, l_cnt = 9, r_cnt = 0, direction = straight
dx = 112.23999999999998, dy = 55.03764705882395,  s_cnt = 2, l_cnt = 10, r_cnt = 0, direction = straight
dx = 112.23999999999998, dy = 55.03764705882395,  s_cnt = 2, l_cnt = 11, r_cnt = 0, direction = straight
dx = 112.23999999999998, dy = 55.03764705882395,  s_cnt = 2, l_cnt = 12, r_cnt = 0, direction = straight
